"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Genes"
"3687","GO:0009987",3.76193186563862e-08,1,276,5579,"cellular process","BP","Acat2, Acsbg1, Actb, Actg1, Akap12, Anapc11, Anapc13, Ank2, Ap3s1, Apc, Arl8a, Arpc2, Arpc5, Atox1, Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atp6v1g1, Atpif1, Atxn1, Banf1, Basp1, Bend6, Bsg, Calm1, Calm2, Calm3, Camk2n1, Capza2, Ccnd2, Cd81, Cdk14, Cdk16, Cdk4, Cetn3, Cfl1, Chd3, Cldn5, Clta, Cmpk1, Cnih2, Cops6, Cox4i1, Cox6a1, Cox7a2, Cox7a2l, Cox7c, Cpe, Cplx2, Crlf1, Cst3, Ctnnb1, Cycs, Dbi, Dctpp1, Dda1, Dnaja1, Dnajb6, Dstn, Edf1, Eef1a1, Eef1b2, Eef1d, Eef1e1, Eef1g, Eef2, Eif2s2, Eif3f, Eif3k, Eif4a1, Eif4a2, Eif5a, Eml2, Eri3, Evl, Fabp3, Fabp5, Fabp7, Fdps, Fez1, Fgf13, Fis1, Fkbp1a, Fth1, Ftl1, Fto, Gabarap, Gapdh, Gas7, Gatm, Ggt7, Glul, Gnai2, Gnb1, Gng2, Gng5, Gpm6a, Gpm6b, Gpx1, Gpx4, Gtf2a2, H2afv, H2afz, H3f3a, Hadhb, Hba-a1, Hba-a2, Hint1, Hist1h2al, Hist3h2ba, Hmgb2, Hnrnpab, Hnrnpk, Hpca, Hras, Hsp90aa1, Hsp90ab1, Hspe1, Id2, Idh3g, Ift20, Jund, Kif1a, Kif1b, Lmo4, Lsm4, Lsm5, Malat1, Map1b, Mapt, Marcks, Marcksl1, Mcf2l, Mcrs1, Mdh2, Mfge8, Mgst3, Mif, Mllt11, Mmd, Mocs2, Mpc1, Mt1, Mt2, Mt3, Myl6, Naca, Nap1l1, Nav1, Ncald, Ncs1, Ndn, Ndrg2, Ndufa1, Ndufa11, Ndufa2, Ndufa7, Ndufb8, Ndufb9, Nedd8, Nefl, Nenf, Nisch, Nnat, Npm1, Nrgn, Nsa2, Nsmf, Nucks1, Pcp4, Pcsk1n, Pdap1, Pebp1, Pfdn2, Pfdn5, Pfn2, Pgls, Polr1d, Ppdpf, Ppia, Ppig, Ppp1r14b, Ppp2ca, Ppp2r2b, Prdx2, Psma7, Psmb3, Psmg4, Ptgds, Ptma, Ptprz1, Qk, Rab11a, Rab18, Rab1a, Rab3a, Rabep1, Rbp1, Rgcc, Rheb, Rnf187, Rtf1, Scoc, Sdhb, Sept7, Serinc1, Serpine2, Slc25a4, Slc25a5, Smdt1, Smyd2, Snap25, Snca, Sncb, Snrpd1, Snrpd2, Snrpe, Snrpg, Snrpn, Son, Sox4, Sptbn1, Sptssa, Srrm2, Srsf3, Ssb, Stard3nl, Stmn2, Stmn3, Stx1a, Stx7, Sult4a1, Sumo1, Tbca, Tcf25, Thoc7, Tma7, Tmsb10, Tmsb4x, Tomm7, Top1, Tpr, Tpt1, Trappc2l, Tshz2, Ttc3, Tuba1a, Tubb2a, Tubb2b, Tubb3, Tubb5, Uap1, Ubb, Ubc, Ube2v2, Ubl5, Uchl1, Uqcrb, Uqcrh, Uqcrq, Use1, Usp47, Usp50, Vamp2, Vapa, Vsnl1, Wsb2, Ywhae, Ywhah, Ywhaq, Zc3h15"
"1964","GO:0005622",6.03041181341394e-08,1,290,5925,"intracellular","CC","Acat2, Acsbg1, Actb, Actg1, Akap12, Anapc11, Anapc13, Ank2, Ap3s1, Apc, Arf5, Arl8a, Arpc2, Arpc5, Atox1, Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atp6v1g1, Atpif1, Atxn1, Atxn7l3b, Banf1, Basp1, Bend6, Bola2, Bsg, Bzw1, Calm1, Calm2, Calm3, Camk2n1, Capza2, Ccnd2, Cdk14, Cdk16, Cdk4, Cetn3, Cfl1, Chd3, Cldn5, Clta, Cmpk1, Cnih2, Cops6, Cox4i1, Cox6a1, Cox6b1, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Cpe, Cplx2, Cst3, Ctnnb1, Cycs, Dbi, Dctpp1, Dda1, Dnaja1, Dnajb6, Dstn, Dynlt1a, Edf1, Eef1a1, Eef1b2, Eef1d, Eef1e1, Eef1g, Eef2, Eif2s2, Eif3f, Eif3k, Eif4a1, Eif4a2, Eif5a, Eml2, Evl, Fabp3, Fabp5, Fabp7, Fau, Fdps, Fez1, Fgf13, Fis1, Fkbp1a, Fth1, Ftl1, Fto, Gabarap, Gapdh, Gas7, Gatm, Glul, Gnai2, Gnb1, Gng2, Gng5, Gpx1, Gpx4, Gtf2a2, H2afv, H2afz, H3f3a, Hadhb, Hba-a1, Hba-a2, Hbb-bs, Hint1, Hist1h2al, Hist3h2ba, Hmgb2, Hnrnpab, Hnrnpk, Hpca, Hras, Hsp90aa1, Hsp90ab1, Hspe1, Id2, Idh3g, Ift20, Jund, Kif1a, Kif1b, Lmo4, Lsm4, Lsm5, Malat1, Map1b, Mapt, Marcks, Marcksl1, Mcf2l, Mcrs1, Mdh2, Mgst3, Mif, Minos1, Mllt11, Mmd, Mocs2, Mpc1, Mt1, Mt2, Mt3, Myl6, Naca, Nap1l1, Nav1, Ncald, Ncs1, Ndn, Ndrg2, Ndufa1, Ndufa11, Ndufa2, Ndufa4, Ndufa7, Ndufb8, Ndufb9, Nedd8, Nefl, Nenf, Nisch, Nnat, Npm1, Nrgn, Nsa2, Nsmf, Nucks1, Pcp4, Pcsk1n, Pdap1, Pebp1, Pfdn2, Pfdn5, Pfn2, Pgls, Polr1d, Ppia, Ppig, Ppp1r14b, Ppp2ca, Ppp2r2b, Prdx2, Psma7, Psmb3, Ptgds, Ptma, Ptprz1, Qk, Rab11a, Rab18, Rab1a, Rab3a, Rabep1, Rbp1, Rcn2, Rgcc, Rheb, Rnf187, Rtf1, Rtn1, Scand1, Scoc, Sdhb, Sec62, Sept7, Serbp1, Serinc1, Serpine2, Slc25a4, Slc25a5, Smdt1, Smyd2, Snap25, Snca, Sncb, Snrpd1, Snrpd2, Snrpe, Snrpg, Snrpn, Son, Sox4, Sptbn1, Sptssa, Srrm2, Srsf3, Ssb, Ssr4, Stard3nl, Stmn2, Stmn3, Stx1a, Stx7, Sult4a1, Sumo1, Tbca, Tcf25, Thoc7, Timm8b, Tmem256, Tmsb10, Tmsb4x, Tomm7, Top1, Tpr, Tpt1, Trappc2l, Tshz2, Ttc3, Tuba1a, Tubb2a, Tubb2b, Tubb3, Tubb5, Tulp4, Uap1, Ubb, Ubc, Ube2v2, Ubl5, Uchl1, Uqcr11, Uqcrb, Uqcrh, Uqcrq, Use1, Usp47, Usp50, Vamp2, Vapa, Vsnl1, Yaf2, Ywhae, Ywhah, Ywhaq, Zc3h15, Zfp260"
"9304","GO:0044444",7.73965190854933e-08,1,217,3869,"cytoplasmic part","CC","Acat2, Acsbg1, Actb, Actg1, Akap12, Ank2, Ap3s1, Apc, Arf5, Arl8a, Arpc2, Arpc5, Atox1, Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atp6v1g1, Atpif1, Atxn1, Banf1, Bsg, Calm1, Calm2, Calm3, Capza2, Ccnd2, Cdk14, Cdk16, Cdk4, Cetn3, Cfl1, Cldn5, Clta, Cnih2, Cox4i1, Cox6a1, Cox6b1, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Cpe, Cplx2, Cst3, Ctnnb1, Cycs, Dbi, Dctpp1, Dnaja1, Dnajb6, Dstn, Dynlt1a, Edf1, Eef1a1, Eef1b2, Eef1d, Eef1e1, Eef1g, Eef2, Eif2s2, Eif3f, Eif3k, Eif4a2, Eif5a, Evl, Fabp3, Fabp7, Fau, Fdps, Fez1, Fgf13, Fis1, Fkbp1a, Fth1, Ftl1, Gabarap, Gapdh, Gatm, Glul, Gnai2, Gng5, Gpx1, Gpx4, Hadhb, Hba-a1, Hba-a2, Hbb-bs, Hint1, Hist3h2ba, Hmgb2, Hnrnpab, Hnrnpk, Hpca, Hras, Hsp90aa1, Hsp90ab1, Hspe1, Id2, Idh3g, Ift20, Kif1a, Kif1b, Lsm4, Map1b, Mapt, Marcks, Marcksl1, Mcrs1, Mdh2, Mgst3, Mif, Minos1, Mllt11, Mmd, Mocs2, Mpc1, Mt1, Mt3, Naca, Ncald, Ncs1, Ndn, Ndrg2, Ndufa1, Ndufa11, Ndufa2, Ndufa4, Ndufa7, Ndufb8, Ndufb9, Nedd8, Nefl, Nisch, Npm1, Nrgn, Nsmf, Pcp4, Pcsk1n, Pdap1, Pebp1, Pfdn2, Ppia, Ppig, Ppp2ca, Ppp2r2b, Prdx2, Ptgds, Rab11a, Rab18, Rab1a, Rab3a, Rabep1, Rbp1, Rcn2, Rheb, Rnf187, Rtn1, Scoc, Sdhb, Sec62, Sept7, Serbp1, Serinc1, Serpine2, Slc25a4, Slc25a5, Smdt1, Smyd2, Snap25, Snca, Sncb, Snrpd1, Snrpd2, Snrpg, Sox4, Sptbn1, Sptssa, Ssr4, Stard3nl, Stmn2, Stmn3, Stx1a, Stx7, Thoc7, Timm8b, Tmem256, Tmsb4x, Tomm7, Top1, Tpt1, Trappc2l, Ttc3, Tuba1a, Tubb5, Uap1, Ubb, Uchl1, Uqcr11, Uqcrb, Uqcrh, Uqcrq, Use1, Usp47, Usp50, Vamp2, Vapa, Vsnl1, Ywhae, Zc3h15, Zfp260"
"2942","GO:0007399",9.09681656155132e-08,1,66,1051,"nervous system development","BP","Actb, Apc, Atxn1, Bend6, Bsg, Cdk16, Cfl1, Cldn5, Cox7b, Cpe, Cplx2, Ctnnb1, Dbi, Eef1a1, Evl, Fabp7, Fez1, Fgf13, Gas7, Gpm6a, Hmgb2, Hnrnpk, Hsp90aa1, Hsp90ab1, Id2, Ift20, Kif1a, Lmo4, Map1b, Mapt, Mif, Mmd, Mt3, Nap1l1, Nav1, Ncs1, Ndn, Ndrg2, Nefl, Nnat, Nsmf, Pcp4, Pebp1, Ppia, Ptprz1, Qk, Rab11a, Rab3a, Rheb, Sept7, Serpine2, Snap25, Snca, Sox4, Stmn2, Stmn3, Ttc3, Tubb2b, Tubb3, Ubb, Ube2v2, Uchl1, Uqcrq, Vapa, Ywhae, Ywhah"
"9290","GO:0044424",1.10654097364949e-07,1,289,5905,"intracellular part","CC","Acat2, Acsbg1, Actb, Actg1, Akap12, Anapc11, Anapc13, Ank2, Ap3s1, Apc, Arf5, Arl8a, Arpc2, Arpc5, Atox1, Atp1a2, Atp5d, Atp5e, Atp5f1, Atp5g2, Atp5g3, Atp5h, Atp5j2, Atp6v1g1, Atpif1, Atxn1, Atxn7l3b, Banf1, Basp1, Bend6, Bola2, Bsg, Bzw1, Calm1, Calm2, Calm3, Capza2, Ccnd2, Cdk14, Cdk16, Cdk4, Cetn3, Cfl1, Chd3, Cldn5, Clta, Cmpk1, Cnih2, Cops6, Cox4i1, Cox6a1, Cox6b1, Cox6c, Cox7a2, Cox7a2l, Cox7b, Cox7c, Cox8a, Cpe, Cplx2, Cst3, Ctnnb1, Cycs, Dbi, Dctpp1, Dda1, Dnaja1, Dnajb6, Dstn, Dynlt1a, Edf1, Eef1a1, Eef1b2, Eef1d, Eef1e1, Eef1g, Eef2, Eif2s2, Eif3f, Eif3k, Eif4a1, Eif4a2, Eif5a, Eml2, Evl, Fabp3, Fabp5, Fabp7, Fau, Fdps, Fez1, Fgf13, Fis1, Fkbp1a, Fth1, Ftl1, Fto, Gabarap, Gapdh, Gas7, Gatm, Glul, Gnai2, Gnb1, Gng2, Gng5, Gpx1, Gpx4, Gtf2a2, H2afv, H2afz, H3f3a, Hadhb, Hba-a1, Hba-a2, Hbb-bs, Hint1, Hist1h2al, Hist3h2ba, Hmgb2, Hnrnpab, Hnrnpk, Hpca, Hras, Hsp90aa1, Hsp90ab1, Hspe1, Id2, Idh3g, Ift20, Jund, Kif1a, Kif1b, Lmo4, Lsm4, Lsm5, Malat1, Map1b, Mapt, Marcks, Marcksl1, Mcf2l, Mcrs1, Mdh2, Mgst3, Mif, Minos1, Mllt11, Mmd, Mocs2, Mpc1, Mt1, Mt2, Mt3, Myl6, Naca, Nap1l1, Nav1, Ncald, Ncs1, Ndn, Ndrg2, Ndufa1, Ndufa11, Ndufa2, Ndufa4, Ndufa7, Ndufb8, Ndufb9, Nedd8, Nefl, Nenf, Nisch, Nnat, Npm1, Nrgn, Nsa2, Nsmf, Nucks1, Pcp4, Pcsk1n, Pdap1, Pebp1, Pfdn2, Pfdn5, Pfn2, Pgls, Polr1d, Ppia, Ppig, Ppp1r14b, Ppp2ca, Ppp2r2b, Prdx2, Psma7, Psmb3, Ptgds, Ptma, Ptprz1, Qk, Rab11a, Rab18, Rab1a, Rab3a, Rabep1, Rbp1, Rcn2, Rgcc, Rheb, Rnf187, Rtf1, Rtn1, Scand1, Scoc, Sdhb, Sec62, Sept7, Serbp1, Serinc1, Serpine2, Slc25a4, Slc25a5, Smdt1, Smyd2, Snap25, Snca, Sncb, Snrpd1, Snrpd2, Snrpe, Snrpg, Snrpn, Son, Sox4, Sptbn1, Sptssa, Srrm2, Srsf3, Ssb, Ssr4, Stard3nl, Stmn2, Stmn3, Stx1a, Stx7, Sult4a1, Sumo1, Tbca, Tcf25, Thoc7, Timm8b, Tmem256, Tmsb10, Tmsb4x, Tomm7, Top1, Tpr, Tpt1, Trappc2l, Tshz2, Ttc3, Tuba1a, Tubb2a, Tubb2b, Tubb3, Tubb5, Tulp4, Uap1, Ubb, Ubc, Ube2v2, Ubl5, Uchl1, Uqcr11, Uqcrb, Uqcrh, Uqcrq, Use1, Usp47, Usp50, Vamp2, Vapa, Vsnl1, Yaf2, Ywhae, Ywhah, Ywhaq, Zc3h15, Zfp260"
"10628","GO:0048856",1.40815638754859e-07,1,117,2101,"anatomical structure development","BP","Actb, Actg1, Ank2, Apc, Arpc2, Atpif1, Atxn1, Basp1, Bend6, Bsg, Cdk16, Cdk4, Cfl1, Cldn5, Cox7b, Cpe, Cplx2, Crlf1, Ctnnb1, Dbi, Dnajb6, Edf1, Eef1a1, Eef2, Eif2s2, Eif5a, Evl, Fabp7, Fdps, Fez1, Fgf13, Fis1, Fkbp1a, Fto, Gapdh, Gas7, Gatm, Gnb1, Gng5, Gpm6a, Gpm6b, Gpx1, Gpx4, H2afz, H3f3a, Hba-a1, Hba-a2, Hmgb2, Hnrnpab, Hnrnpk, Hpca, Hsp90aa1, Hsp90ab1, Id2, Ift20, Jund, Kif1a, Kif1b, Lmo4, Map1b, Mapt, Mfge8, Mif, Mmd, Mt3, Myl6, Naca, Nap1l1, Nav1, Ncs1, Ndn, Ndrg2, Ndufa2, Nefl, Nnat, Nsmf, Pcp4, Pebp1, Pfdn5, Ppdpf, Ppia, Ppp2ca, Prdx2, Ptprz1, Qk, Rab11a, Rab18, Rab1a, Rab3a, Rbp1, Rgcc, Rheb, Rtf1, Sept7, Serpine2, Slc25a4, Snap25, Snca, Sox4, Stmn2, Stmn3, Sumo1, Tmsb4x, Top1, Tpt1, Tshz2, Ttc3, Tubb2b, Tubb3, Ubb, Ube2v2, Uchl1, Uqcrq, Vapa, Ywhae, Ywhah, Zfp260"
"1932","GO:0005515",1.5625344711112e-07,1,195,3768,"protein binding","MF","Actb, Actg1, Akap12, Anapc11, Ank2, Apc, Arf5, Arpc2, Arpc5, Atox1, Atp1a2, Atp6v1g1, Atpif1, Atxn1, Atxn7l3b, Banf1, Basp1, Bsg, Calm1, Calm2, Calm3, Camk2n1, Capza2, Ccnd2, Cd81, Cdk14, Cdk16, Cdk4, Cetn3, Cfl1, Chd3, Cldn5, Clta, Cops6, Cox6b1, Cpe, Cplx2, Crlf1, Cst3, Ctnnb1, Cycs, Dbi, Dctpp1, Dnaja1, Dnajb6, Dstn, Dynlt1a, Edf1, Eef1a1, Eef1b2, Eef1d, Eef1e1, Eef2, Eif2s2, Eif3f, Eif4a1, Eif5a, Eml2, Eri3, Evl, Fabp3, Fabp5, Fau, Fez1, Fgf13, Fis1, Fkbp1a, Fth1, Ftl1, Gabarap, Gapdh, Gas7, Glul, Gnai2, Gnb1, Gng2, Gng5, Gpx1, Gpx4, Gtf2a2, H2afv, H2afz, Hba-a1, Hba-a2, Hbb-bs, Hist3h2ba, Hmgb2, Hnrnpab, Hnrnpk, Hpca, Hras, Hsp90aa1, Hsp90ab1, Hspe1, Id2, Ift20, Jund, Kif1a, Kif1b, Lmo4, Lsm4, Lsm5, Malat1, Map1b, Mapt, Marcks, Marcksl1, Mcf2l, Mdh2, Mfge8, Mif, Mocs2, Myl6, Naca, Nap1l1, Ncald, Ncs1, Ndn, Nedd8, Nefl, Nenf, Nisch, Npm1, Nrgn, Nsmf, Nucks1, Pcp4, Pdap1, Pebp1, Pfdn2, Pfdn5, Pfn2, Polr1d, Ppia, Ppig, Ppp2ca, Prdx2, Psma7, Ptma, Ptprz1, Qk, Rab11a, Rab1a, Rab3a, Rabep1, Rcn2, Rgcc, Rheb, Rtf1, Sept7, Serinc1, Serpine2, Slc25a4, Slc25a5, Smyd2, Snap25, Snca, Sncb, Son, Sox4, Sptbn1, Srsf3, Stard3nl, Stmn2, Stmn3, Stx1a, Stx7, Sult4a1, Sumo1, Tbca, Thoc7, Tmsb10, Tmsb4x, Top1, Tpr, Tpt1, Tshz2, Ttc3, Tuba1a, Tubb2b, Tubb3, Tubb5, Uap1, Ubb, Ubc, Ube2v2, Uchl1, Usp47, Usp50, Vamp2, Vapa, Yaf2, Ywhae, Ywhah, Ywhaq"
"9415","GO:0044877",3.09879760367816e-07,0.999999910467041,50,599,"protein-containing complex binding","MF","Apc, Arpc2, Arpc5, Atp5d, Atpif1, Capza2, Cd81, Cdk4, Cetn3, Cfl1, Clta, Ctnnb1, Dstn, Edf1, Eef2, Eif3k, Eif5a, Fis1, Fkbp1a, Gas7, Gnai2, Gnb1, H2afz, H3f3a, Hadhb, Hnrnpk, Malat1, Map1b, Mapt, Marcks, Mfge8, Mif, Ndufa4, Nisch, Npm1, Ppp2ca, Ppp2r2b, Snca, Snrpd1, Snrpd2, Snrpe, Snrpg, Sptbn1, Stx7, Top1, Tpr, Tubb5, Uqcrh, Vamp2, Ywhae"
"9083","GO:0043679",3.20965362031297e-07,0.999999950210649,15,81,"axon terminus","CC","Actb, Actg1, Arpc2, Cplx2, Fkbp1a, Glul, Hnrnpk, Ncs1, Pebp1, Pfn2, Ppp2ca, Rab3a, Sept7, Snca, Sncb"
"2778","GO:0007010",3.69987563162697e-07,0.999999894581217,47,616,"cytoskeleton organization","BP","Actb, Actg1, Apc, Arpc2, Arpc5, Calm3, Capza2, Cetn3, Cfl1, Chd3, Ctnnb1, Dnajb6, Dstn, Eml2, Evl, Fgf13, Gabarap, Gapdh, Gas7, Gpm6b, Hras, Map1b, Mapt, Marcks, Nav1, Nefl, Nisch, Npm1, Pfdn2, Pfn2, Rab11a, Rgcc, Sept7, Snca, Son, Sptbn1, Stmn2, Stmn3, Tmsb10, Tmsb4x, Tpr, Tuba1a, Tubb2a, Tubb2b, Tubb3, Tubb5, Ywhah"
"5745","GO:0030154",3.72612105843553e-07,1,88,1498,"cell differentiation","BP","Actb, Actg1, Ank2, Apc, Arpc2, Atpif1, Atxn1, Basp1, Bend6, Bsg, Cdk16, Cfl1, Cldn5, Cplx2, Ctnnb1, Dbi, Dnajb6, Edf1, Eef1a1, Eef2, Eif5a, Evl, Fabp7, Fdps, Fez1, Fgf13, Fto, Gas7, Gpm6a, Gpx1, H3f3a, Hba-a1, Hba-a2, Hmgb2, Hnrnpab, Hnrnpk, Hsp90aa1, Hsp90ab1, Id2, Ift20, Jund, Lmo4, Map1b, Mapt, Mif, Mmd, Mt3, Naca, Nap1l1, Nav1, Ncs1, Ndn, Ndrg2, Nefl, Nsmf, Pcp4, Pebp1, Ppdpf, Ppia, Ppp2ca, Prdx2, Ptprz1, Qk, Rab11a, Rab1a, Rab3a, Rbp1, Rgcc, Rheb, Rtf1, Sept7, Serpine2, Slc25a4, Snap25, Sox4, Stmn2, Stmn3, Tmsb4x, Ttc3, Tubb2b, Tubb3, Ubb, Ube2v2, Uchl1, Uqcrq, Vapa, Ywhae, Ywhah"
"7599","GO:0034643",5.01222375519293e-07,0.99999997973928,7,17,"establishment of mitochondrion localization, microtubule-mediated","BP","Fez1, Kif1b, Map1b, Mapt, Nefl, Ubb, Uchl1"
"10265","GO:0047497",5.01222375519293e-07,0.99999997973928,7,17,"mitochondrion transport along microtubule","BP","Fez1, Kif1b, Map1b, Mapt, Nefl, Ubb, Uchl1"
"8750","GO:0043025",5.11357342814295e-07,0.999999828842451,35,384,"neuronal cell body","CC","Apc, Arpc2, Camk2n1, Cfl1, Cpe, Cplx2, Cst3, Dynlt1a, Eif5a, Fabp7, Fez1, Glul, Gpm6a, Hpca, Hsp90aa1, Hsp90ab1, Kif1a, Map1b, Mapt, Mcrs1, Nrgn, Nsmf, Pebp1, Ptprz1, Rab1a, Rheb, Serpine2, Snap25, Snca, Sncb, Stmn2, Top1, Tubb3, Ubb, Uchl1"
"10635","GO:0048869",5.26419015258221e-07,1,92,1591,"cellular developmental process","BP","Actb, Actg1, Ank2, Apc, Arpc2, Atpif1, Atxn1, Basp1, Bend6, Bsg, Cdk16, Cfl1, Cldn5, Cplx2, Ctnnb1, Dbi, Dnajb6, Edf1, Eef1a1, Eef1e1, Eef2, Eif5a, Evl, Fabp7, Fdps, Fez1, Fgf13, Fis1, Fto, Gas7, Gpm6a, Gpx1, H3f3a, Hba-a1, Hba-a2, Hmgb2, Hnrnpab, Hnrnpk, Hras, Hsp90aa1, Hsp90ab1, Id2, Ift20, Jund, Lmo4, Map1b, Mapt, Mif, Mmd, Mt3, Naca, Nap1l1, Nav1, Ncs1, Ndn, Ndrg2, Nefl, Npm1, Nsmf, Pcp4, Pebp1, Ppdpf, Ppia, Ppp2ca, Prdx2, Ptprz1, Qk, Rab11a, Rab1a, Rab3a, Rbp1, Rgcc, Rheb, Rtf1, Sept7, Serpine2, Slc25a4, Snap25, Sox4, Stmn2, Stmn3, Tmsb4x, Ttc3, Tubb2b, Tubb3, Ubb, Ube2v2, Uchl1, Uqcrq, Vapa, Ywhae, Ywhah"
"11756","GO:0060341",5.59790255777086e-07,0.999999800787177,40,500,"regulation of cellular localization","BP","Actb, Ank2, Apc, Arpc2, Atpif1, Cdk16, Cfl1, Cnih2, Cplx2, Ctnnb1, Dbi, Dnaja1, Fez1, Fis1, Fkbp1a, Gpm6b, Hnrnpk, Hpca, Hras, Hsp90aa1, Hsp90ab1, Map1b, Mapt, Mcrs1, Ncs1, Npm1, Pfn2, Ppp2ca, Rab11a, Rab3a, Snca, Sptbn1, Stx1a, Stx7, Tomm7, Tpr, Use1, Vamp2, Vsnl1, Ywhae"
"5766","GO:0030182",6.31482305638341e-07,0.999999815736816,48,706,"neuron differentiation","BP","Actb, Apc, Bend6, Bsg, Cdk16, Cfl1, Ctnnb1, Eef1a1, Evl, Fez1, Fgf13, Gas7, Gpm6a, Hnrnpk, Hsp90aa1, Hsp90ab1, Id2, Ift20, Lmo4, Map1b, Mapt, Mif, Mmd, Ncs1, Ndn, Nefl, Nsmf, Pcp4, Ppia, Ptprz1, Qk, Rab11a, Rab3a, Sept7, Serpine2, Snap25, Sox4, Stmn2, Stmn3, Ttc3, Tubb2b, Tubb3, Ubb, Ube2v2, Uchl1, Uqcrq, Vapa, Ywhah"
"11257","GO:0051654",6.83657319470137e-07,0.999999970322299,7,18,"establishment of mitochondrion localization","BP","Fez1, Kif1b, Map1b, Mapt, Nefl, Ubb, Uchl1"
"5326","GO:0019904",7.2971283064837e-07,0.999999751086615,35,423,"protein domain specific binding","MF","Banf1, Basp1, Calm1, Calm2, Calm3, Cpe, Ctnnb1, Dnaja1, Evl, Gapdh, Gng5, Gpx1, Hmgb2, Hnrnpk, Hsp90aa1, Hsp90ab1, Lsm4, Mapt, Nefl, Ppp2ca, Qk, Rabep1, Snap25, Snca, Son, Stmn3, Stx1a, Top1, Tuba1a, Tubb5, Usp47, Vapa, Ywhae, Ywhah, Ywhaq"
"12370","GO:0070033",7.67491524752691e-07,1,4,4,"synaptobrevin 2-SNAP-25-syntaxin-1a-complexin II complex","CC","Cplx2, Snap25, Stx1a, Vamp2"
"10984","GO:0051128",8.21953236207534e-07,1,77,1259,"regulation of cellular component organization","BP","Anapc11, Apc, Arpc2, Arpc5, Atpif1, Capza2, Ccnd2, Cd81, Cfl1, Cplx2, Ctnnb1, Dnajb6, Dstn, Eef1a1, Eif5a, Eml2, Evl, Fdps, Fez1, Fgf13, Fis1, Gas7, Gpm6a, Gpm6b, Gpx1, H3f3a, Hnrnpk, Hpca, Hras, Hsp90aa1, Ift20, Lmo4, Malat1, Map1b, Mapt, Mcrs1, Mfge8, Mif, Mllt11, Ncs1, Nefl, Npm1, Nsmf, Pcp4, Pebp1, Pfdn2, Pfn2, Ptprz1, Qk, Rab11a, Rab3a, Rgcc, Rheb, Rtf1, Sept7, Serpine2, Slc25a4, Slc25a5, Snap25, Snca, Sptbn1, Stmn2, Stmn3, Stx1a, Sumo1, Tmsb10, Tmsb4x, Tomm7, Tpr, Ttc3, Tuba1a, Tubb2b, Tubb5, Ube2v2, Usp47, Usp50, Ywhah"
"7006","GO:0032879",1.21617363846533e-06,0.999999596385034,74,1149,"regulation of localization","BP","Acat2, Actb, Ank2, Apc, Arpc2, Atp1a2, Atpif1, Cd81, Cdk16, Cfl1, Cnih2, Cplx2, Ctnnb1, Dbi, Dnaja1, Dnajb6, Evl, Fabp5, Fez1, Fgf13, Fis1, Fkbp1a, Fto, Gapdh, Glul, Gnai2, Gpm6b, Hnrnpk, Hpca, Hras, Hsp90aa1, Hsp90ab1, Lmo4, Map1b, Mapt, Mcrs1, Mfge8, Mif, Mmd, Ncs1, Nisch, Nnat, Npm1, Nsmf, Pcp4, Pfn2, Ppia, Ppp2ca, Ptprz1, Rab11a, Rab3a, Rgcc, Serpine2, Slc25a4, Slc25a5, Snap25, Snca, Sox4, Sptbn1, Stx1a, Stx7, Sumo1, Tmsb10, Tmsb4x, Tomm7, Tpr, Tubb2b, Use1, Usp50, Vamp2, Vsnl1, Ywhae, Ywhah, Ywhaq"
"8866","GO:0043244",1.34977328633879e-06,0.999999836684155,11,62,"regulation of protein complex disassembly","BP","Apc, Arpc2, Capza2, Cfl1, Dstn, Eif5a, Evl, Fgf13, Map1b, Sptbn1, Stmn2"
"7007","GO:0032880",1.42072558720806e-06,0.999999472297817,39,465,"regulation of protein localization","BP","Actb, Apc, Arpc2, Atpif1, Cdk16, Cfl1, Ctnnb1, Dnaja1, Dnajb6, Fis1, Fkbp1a, Gapdh, Glul, Gpm6b, Hnrnpk, Hpca, Hras, Hsp90aa1, Hsp90ab1, Mapt, Mcrs1, Mif, Mmd, Nnat, Npm1, Ppia, Ppp2ca, Rab11a, Rgcc, Snap25, Sox4, Sptbn1, Stx7, Tomm7, Tpr, Usp50, Vamp2, Vsnl1, Ywhae"
"15163","GO:1901879",1.71372346263912e-06,0.999999815004649,10,53,"regulation of protein depolymerization","BP","Apc, Arpc2, Capza2, Cfl1, Dstn, Evl, Fgf13, Map1b, Sptbn1, Stmn2"
